id_v21,classe_triagem_original,titulo,autores,ano,doi,arquivo_pdf,sha256_pdf,paginas_pdf,desenho_assistido,setor_assistido,mecanismos_assistidos,camadas_assistidas,pagina_evidencia_assistida,trecho_evidencia_assistida,decisao_assistida_integral,justificativa_assistida,qualidade_jbi_casp,cerqual,limitacoes_assistidas,decisao_final_autor,justificativa_final_autor,pagina_decisao_final,data_validacao_autor,decisao_proposta_assistida,justificativa_proposta_assistida,status,objeto_direto_semantico,contexto_regulado_semantico,contribuicao_substantiva_semantico,pontuacao_semantica,decisao_semantica_automatizada,justificativa_semantica_automatizada
NEW-0174,,"Dynamic consent framework for low-dose CT scan lung cancer screening: autonomy, privacy, ethical data management.","Lin JC, Hsiao WW, Hu JW, Fan CT.",2026,10.3389/fdgth.2026.1836675,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0174.pdf,084639a9da51637b11b14ba97354b9f677fe911f8cbe98af6f5f714afafbf3cf,10,estudo empírico (confirmar desenho),saúde; finanças; governo; jurídico/regulatório; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"date their consent preferences digitally. Consent records are secured via blockchain hash registration, while de-identiﬁed imaging and biobank data are stored in ISO 27001-compliant infrastructure. The framework incorporates AI-assisted risk assessment and governance mechanisms to ensure compliance with Taiwan ’s Personal Data Protection Act (PDPA). Results: This paper presents a conceptual framework and implementation design for a blockchain-based dynamic consent system. The proposed architecture enables real-time consent modiﬁcation, strengthens data traceability through blockchain hash registration, and improves transparency in data use. The fr",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",excluir_contextual,Não foi demonstrado tratamento substantivo de LLMs ou sistemas conversacionais; ocorrências isoladas ou referências gerais a IA foram mantidas apenas para rastreabilidade contextual. objeto_direto_titulo=false; paginas_objeto=1; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=15,10,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0175,,Generative artificial intelligence in depression research: A bibliometric analysis of WoSCC-Indexed literature.,"Chen H, Chen L, Yang J, Tang A, Yang Y.",2026,10.1177/20552076261455239,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0175.pdf,89f3e1aeafcd7095bb1c3a1e4c6f171960625deeb5d2231a648fcc4b17f19390,18,revisão/survey,saúde; finanças; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,2,"co-citation structures, and thematic hotspots. By mapping this indexed body of literature, we sought to provide a structured overview of current research activity, identify knowledge gaps, and inform future evidence-based development and governance of GenAI applications in depression. Materials and methods Data source and literature search strategy The bibliometric data used in this study were retrieved from the Web of Science Core Collection (WoSCC, https://www. webofscience.com/ ), which is a comprehensive bibliographic database with real-time updates covering journals, books, and proceedings. 18 The primary bibliometric dataset was derived from the WoSCC,",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=true; paginas_objeto=5; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=13",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=2.
NEW-0178,,Between Help and Harm: An Evaluation Study of Mental Health Crisis Handling by Large Language Models.,"Arnaiz-Rodriguez A, Baidal M, Derner E, Annable JL, Ball M, Ince M, Perez Vallejos E, Oliver N.",2026,10.2196/88435,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0178.pdf,102fd575a49bfaf4c2d05a31fb2f898d42b8508dfd513e1c44f74ac63d43df19,28,revisão/survey,saúde; governo; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria,técnica; interacional; organizacional; regulatória,1,"cation to one of the mental health crisis categories; and (3) an expert-designed protocol for assessing response appropriateness. In addition, we use LLMs to automatically identify inputs indicative of a mental health crisis and conduct an auditing study of five LLMs to evaluate the appropriateness and safety of their responses. Second, we collected more than 239,000 mental-health-related user textual inputs from 12 Hugging Face datasets from which we curated a dataset with 2,252 (206 for validation and 2,046 for testing) suitable examples covering all the categories defined in the taxonomy. Third, we evaluated three LLMs on their ability to automatically c",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0180,,"Generative AI and future education: a review, theoretical validation, and authors’ perspective on challenges and solutions",Wali Khan Monib; Atika Qazi; Rosyzie Anna Awg Haji Mohd Apong; Mohammad Tazli Azizan; Liyanage De Silva; Hayati Yassin,2024,10.7717/peerj-cs.2105,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0180.pdf,156c081828e9af0aa101e87babd7433a533ee2d9066423f76efe00595cddf913,32,estudo empírico (confirmar desenho),saúde; governo; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"h of reputable databases was conducted, resulting in the inclusion of twenty-two publications. Using Atlas.ti, the analysis reﬂected six primary challenges with plagiarism as the most prevalent issue, closely followed by responsibility and accountability challenges. Concerns were also raised about privacy, data protection, safety, and security risks, as well as discrimination and bias. Additionally, there were challenges about the loss of soft skills and the risks of the digital divide. To address these challenges, a number of strategies were identi ﬁed and subjected to critical evaluation to assess their practicality. Most of them were practical and align with the",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0181,,LLMs in the Loop: A Survey of Language-Driven Driver Monitoring and Assistance Systems.,"Chandrayan V, Alvarez I.",2026,10.3390/s26092870,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0181.pdf,0adb4f89824d38919fcf52792ba629d34f65c07ee0fe51b90e38faf000f86080,30,revisão/survey,saúde; finanças; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"ds fully autonomous driving, most systems deployed today operate at intermediate levels of automation. At SAE levels 2 and 3 vehicles can manage key vehicle controls such as lane centering or adaptive cruise, but they still depend on human oversight for safety and accountability [1]. This continuing reliance on drivers remains safety-critical. In the United States alone, 3208 people were killed in crashes involving distracted drivers in 2024 [2], while drowsy driving has been estimated to con- tribute to 17–21% of fatal crashes in 2017–2021 [3]. At the same time, although overall road fatalities have shown some reduction globally and in the EU (3% decrease in f",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=true; paginas_objeto=5; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=15",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0182,,Ethical issues in multi-agent AI systems for healthcare: a narrative review.,"Xie Z, Wang H, Dai L, Wang Z, Song H, Qian J.",2026,10.3389/fpubh.2026.1792627,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0182.pdf,cdefee21f540ba9c340f9dd5ad3eba8f45f14b2d0c58b06512fbdc9c96a8d002,15,revisão/survey,saúde; finanças; governo; jurídico/regulatório,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria,técnica; interacional; organizacional; regulatória,1,"included in this review. Results: Seven key ethical challenges were identiﬁed: (1) compound opacity, where interacting AI agents create layers of inscrutable decision-making; (2) error propagation and attribution difficulties, complicating accountability for clinical harm; (3) increased clinician dependence and automation bias, leading topotentialdeskillingandoverreliance;(4)erosionofhumanoversight,asmulti- agent AI systems operate beyond effective human control; (5) privacy and data security risks, stemming from complex data ﬂows among agents; (6) threats to patient autonomy and informed consent, due to opaque or paternalistic AI recommendations;and(7)contextualbli",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0184,,Responsible artificial intelligence integration framework for psychiatric guidelines.,"Mendlovic S, Frankova I, Vermetten E, Wasserman D, Schulze TG, Falkai P, Fountoulakis KN, Adorjan K, Uchida H, Fruchter E, Gobbi G, Zohar J.",2026,10.1093/ijnp/pyag010,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0184.pdf,a20716ef76da2ddc69416eb4859fb914dce0489bf45beb5370d7f5ab0652720b,12,revisão/survey,saúde; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"ration of AI in psychiatry, built on 4 non-negotiable system capabilities: Explainable AI to ensure transparency and trust; Shared Decision-Making to protect patient autonomy; Electronic Health Record integration to secure continuity and accountability; and HP to embed multilayered safety controls. Together, these pillars define a responsibility-by-design approach that aligns technological development with psychiatry’s ethical foundations. The framework offers clinicians, policymakers, and developers a roadmap for aligning innovation with human values and measurable improvements in clinical outcomes. By translating ethical commitments into auditable, non-negotiabl",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=4; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=15",2,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0186,,Adopting and expanding ethical principles for generative artificial intelligence from military to healthcare,David Oniani; Jordan Hilsman; Yifan Peng; Ronald K. Poropatich; Jeremy Pamplin; Gary L. Legault; Yanshan Wang,2023,10.1038/s41746-023-00965-x,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0186.pdf,4f6dc5438372ab1de7f8ee18e029688a147804a4e35f824668dccf90fb12cbb1,10,estudo empírico (confirmar desenho),saúde; finanças; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"mplementing generative AI in clinical practice. In an attempt to address these issues, we explore ethical principles from the military perspective and propose the “GREAT PLEA ” ethical principles, namely Governability, Reliability, Equity, Accountability, Traceability, Privacy, Lawfulness, Empathy, and Autonomy for generative AI in healthcare. Furthermore, we introduce a framework for adopting and expanding these ethical principles in a practical way that has been useful in the military and can be applied to healthcare for generative AI, based on contrasting their ethical concerns and risks. Ultimately, we aim to proactively address the ethical dilemmas and challeng",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0188,,Large Language Model Recommendations for Empiric Antibiotics Versus Clinician Prescribing: A Non-Interventional Paired Retrospective Antimicrobial Stewardship Analysis.,"Antonie NI, Ionescu VA, Gheorghe G, Tiucă LC, Diaconu CC.",2026,10.3390/antibiotics15040368,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0188.pdf,d3a29d659180368a4ac9d3400092d0238e31132dee13bc2b9d0a6152366fbdb7,30,estudo empírico (confirmar desenho),saúde; finanças; governo; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria,técnica; interacional; organizacional; regulatória,1,"ly escalation when clinically warranted. Before any clinical deployment of large language model (LLM)-based an- tibiotic decision support can be considered, structured offline evaluation is needed to assess whether model outputs align with auditable stewardship constraints under real- world admission contexts. We therefore evaluated whether post hoc LLM-generated empiric antibiotic recommendations showed greater concordance with a pre-specified stewardship benchmarking framework than clinician-initiated regimens in a retrospective shadow-mode setting. Methods: Single-center retrospective paired evaluation at Clinical Emergency Hospital of Bucharest (Interna",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0192,,Preventing unrestricted and unmonitored AI experimentation in healthcare through transparency and accountability,Donnella S. Comeau; Danielle S. Bitterman; Leo Anthony Celi,2025,10.1038/s41746-025-01443-2,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0192.pdf,399c11957f262492c9613af8ce9a57fae3fdc5a909200e6e97e5609caa6df7ff,7,estudo empírico (confirmar desenho),saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"ital medicine Perspective Published in partnership with Seoul National University Bundang Hospital https://doi.org/10.1038/s41746-025-01443-2 Preventing unrestricted and unmonitored AI experimentation in healthcare through transparency and accountability Check for updates Donnella S. Comeau 1,2 , Danielle S. Bitterman3,4 &L e oA n t h o n yC e l i5,6 The integration of large language models (LLMs) into electronic health records offers potential beneﬁts but raises signiﬁcant ethical, legal, and operational concerns, including unconsented data use, lack of governance, and AI-related malpractice accountability. Sycophancy, feedback loop bias, and data reuse risk amplif",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0194,,Transformer-based NLP approaches for credit risk prediction: a systematic review.,"Raliphada P, Olukanmi S, Olusanya M.",2026,10.3389/frai.2026.1819994,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0194.pdf,975ec11ee61bb52e794b3d7150eb2ef5099450b931616ebe2d077b35abb293c6,18,revisão/survey,saúde; finanças; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,".za Micheal Olusanya michael.olusanya@spu.ac.za RECEIVED 28 February 2026 REVISED 13 April 2026 ACCEPTED 20 April 2026 PUBLISHED 15 May 2026 CITATION Raliphada P, Olukanmi S and Olusanya M (2026) Transformer-based NLP approaches for credit risk prediction: a systematic review. Front. Artif. Intell. 9:1819994. doi: 10.3389/frai.2026.1819994 COPYRIGHT © 2026 Raliphada, Olukanmi and Olusanya. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the origin",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=10",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0197,,Large Language Models in Cardiology: Systematic Review.,"Gendler M, N Nadkarni G, Sudri K, Cohen-Shelly M, S Glicksberg B, Efros O, Soffer S, Klang E.",2026,10.2196/76734,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0197.pdf,edeb30d4ffffd7c5e795b86b77a3f0404016809c9f8a74d91d515574e7b13a3e,19,revisão/survey,saúde; finanças; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"PubMed and Scopus for studies published up to April 14, 2024, using keywords related to LLMs and cardiology. Studies evaluating LLM outputs in cardiology-related tasks were included. Data were extracted across 5 predefined domains and the risk of bias was assessed using an adapted QUADAS-2 tool (developed by Whiting et al at the University of Bristol). The review protocol was registered in PROSPERO (CRD42024556397). Results: A total of 33 studies contributed quantitative outcome data to a descriptive synthesis. Across chronic conditions, ChatGPT-3.5 (OpenAI) answered 91% (43/47) heart failure questions accurately, although readability often required colle",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0200,,"<span class=""word"">A Sovereign<span class=""word""> <span class=""word"">Conversational <span class=""word"">Assistant <span class=""word""><span class=""changedDisabled"">Powered <span class=""word"">by <span class=""word allCaps"">ALIA <span class=""word"">and <span class=""word"">Mistral <span class=""word"">for <span class=""word"">the <span class=""word allCaps"">AI <span class=""word"">Act <span class=""word""><span class=""changedDisabled"">Age: <span class=""word"">Architecture, <span class=""word"">Governance <span class=""word"">and <span class=""word"">Evaluation","Carmona-Martínez A, Jara A, Asín A.",2026,10.20944/preprints202603.0668.v1,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0200.pdf,0f9d4d285733773635ef24dffa8dca66c3634128415543b28950ea641493fc61,23,estudo empírico (confirmar desenho),finanças; governo; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria,técnica; interacional; organizacional; regulatória,1,"Article Not peer-reviewed version A Sovereign Conversational Assistant Powered by ALIA and Mistral for the AI Act Age: Architecture, Governance and Evaluation Alejandro Carmona-Martínez , Antonio Jara * , Alicia Asín Posted Date: 9 March 2026 doi: 10.20944/preprints202603.0668.v1 Keywords: smart cities; digital twin; living lab; cultural heritage; smart tourism; retrieval- augmented generation; small language models; sovereign AI; responsible AI; ALIA; Mistral Preprints.org is a free multidisciplinary platform providing preprint service that is dedicated to",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0206,,"An interactive healthcare risk intelligence framework using explainable AI, predictive analytics, r shiny dashboards, and large language model governance",Temiloluwa Emmanuel Olabiyi,2025,10.33545/26646501.2025.v7.i2a.168,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0206.pdf,1896e094cd29cc33d9d4b503a01a450ad5c2d36de2c9e1b03e639ef3200890d1,15,estudo empírico (confirmar desenho),saúde; finanças; governo; jurídico/regulatório; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"na, USA Corresponding Author: Temiloluwa Emmanuel Olabiyi Independent Researcher, Muncie, Indiana, USA An interactive healthcare risk intelligence framework using explainable AI, predictive analytics, r shiny dashboards, and large language model governance Temiloluwa Emmanuel Olabiyi DOI: https://www.doi.org/10.33545/26646501.2025.v7.i2a.168 Abstract Healthcare organizations increasingly require intelligent, transparent, and interactive decision support systems to manage growing clinical, operational, and population health risks with",candidata a evidência central — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_central,Atende aos três critérios cumulativos de evidência central conforme a matriz integral validada.,1,2026-08-23,proposta_incluir_central,"Atende provisoriamente aos critérios de objeto, governança e contexto; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,central,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0208,,"Generative AI and LLMs for Critical Infrastructure Protection: Evaluation Benchmarks, Agentic AI, Challenges, and Opportunities",Yagmur Yigit; Mohamed Amine Ferrag; Mohamed Chahine Ghanem; Iqbal H. Sarker; Λέανδρος Μαγλαράς; Christos Chrysoulas; Naghmeh Moradpoor; Norbert Tihanyi; Helge Janicke,2025,10.3390/s25061666,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0208.pdf,aa5340d3b4f16297115d7beb11ffebd0dd12c6eb53398b9d9b52fab56b09705f,40,estudo empírico (confirmar desenho),saúde; finanças; governo; jurídico/regulatório; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"try relies on for its daily operations and overall functioning. This includes crucial services as well as certain functions, sites, and organizations that, while not essential for daily operations, require protection due to their potential risk to public safety, such as civil nuclear and chemical sites. The thirteen national infrastructure sectors in the UK are chemicals, civil Sensors 2025, 25, 1666 https://doi.org/10.3390/s25061666",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
