id_estudo,titulo,classificacao,setor_primario,familia_mecanismo,camada_normalizada,pagina_evidencia,trecho_evidencia,arquivo_pdf,hash_pdf,status_validacao
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Compliance e gestão de risco,Técnica,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Compliance e gestão de risco,Organizacional,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Compliance e gestão de risco,Regulatória,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Compliance e gestão de risco,Evolutiva,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Accountability e auditoria,Técnica,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Accountability e auditoria,Organizacional,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Accountability e auditoria,Regulatória,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Accountability e auditoria,Evolutiva,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Aprendizagem operacional e monitoramento,Técnica,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Aprendizagem operacional e monitoramento,Organizacional,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Aprendizagem operacional e monitoramento,Regulatória,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Aprendizagem operacional e monitoramento,Evolutiva,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Governança do conhecimento,Técnica,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Governança do conhecimento,Organizacional,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Governança do conhecimento,Regulatória,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000014__13ffd724,AI as a constituted system: accountability lessons from an LLM experiment,evidencia_central,Multissetorial,Governança do conhecimento,Evolutiva,1,investigating the integration of a pre-trained large language model (LLM) with an organisation’s knowledge management system via a chat interface,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000014__13ffd724.pdf,99a5713a23f7d33d73e25e1ca5e478b22b8ce1eae8831693221d9f9233205db4,validado_pelo_autor
CAND-000015__8e2ac83c,Designing meaningful human oversight in AI,evidencia_central,Multissetorial,Compliance e gestão de risco,Técnica,1,AI and Ethics (2026) 6:286 https://doi.org/10.1007/s43681-026-01147-7,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000015__8e2ac83c.pdf,7dadee8e7df1658453758ba39bc165a0d6f8220d814d7010178668589bfdd023,validado_pelo_autor
CAND-000015__8e2ac83c,Designing meaningful human oversight in AI,evidencia_central,Multissetorial,Compliance e gestão de risco,Interacional,1,AI and Ethics (2026) 6:286 https://doi.org/10.1007/s43681-026-01147-7,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000015__8e2ac83c.pdf,7dadee8e7df1658453758ba39bc165a0d6f8220d814d7010178668589bfdd023,validado_pelo_autor
CAND-000015__8e2ac83c,Designing meaningful human oversight in AI,evidencia_central,Multissetorial,Compliance e gestão de risco,Organizacional,1,AI and Ethics (2026) 6:286 https://doi.org/10.1007/s43681-026-01147-7,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000015__8e2ac83c.pdf,7dadee8e7df1658453758ba39bc165a0d6f8220d814d7010178668589bfdd023,validado_pelo_autor
CAND-000015__8e2ac83c,Designing meaningful human oversight in AI,evidencia_central,Multissetorial,Compliance e gestão de risco,Regulatória,1,AI and Ethics (2026) 6:286 https://doi.org/10.1007/s43681-026-01147-7,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000015__8e2ac83c.pdf,7dadee8e7df1658453758ba39bc165a0d6f8220d814d7010178668589bfdd023,validado_pelo_autor
CAND-000015__8e2ac83c,Designing meaningful human oversight in AI,evidencia_central,Multissetorial,Controles técnicos e avaliação,Técnica,1,AI and Ethics (2026) 6:286 https://doi.org/10.1007/s43681-026-01147-7,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000015__8e2ac83c.pdf,7dadee8e7df1658453758ba39bc165a0d6f8220d814d7010178668589bfdd023,validado_pelo_autor
CAND-000015__8e2ac83c,Designing meaningful human oversight in AI,evidencia_central,Multissetorial,Controles técnicos e avaliação,Interacional,1,AI and Ethics (2026) 6:286 https://doi.org/10.1007/s43681-026-01147-7,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000015__8e2ac83c.pdf,7dadee8e7df1658453758ba39bc165a0d6f8220d814d7010178668589bfdd023,validado_pelo_autor
CAND-000015__8e2ac83c,Designing meaningful human oversight in AI,evidencia_central,Multissetorial,Controles técnicos e avaliação,Organizacional,1,AI and Ethics (2026) 6:286 https://doi.org/10.1007/s43681-026-01147-7,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000015__8e2ac83c.pdf,7dadee8e7df1658453758ba39bc165a0d6f8220d814d7010178668589bfdd023,validado_pelo_autor
CAND-000015__8e2ac83c,Designing meaningful human oversight in AI,evidencia_central,Multissetorial,Controles técnicos e avaliação,Regulatória,1,AI and Ethics (2026) 6:286 https://doi.org/10.1007/s43681-026-01147-7,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000015__8e2ac83c.pdf,7dadee8e7df1658453758ba39bc165a0d6f8220d814d7010178668589bfdd023,validado_pelo_autor
CAND-000015__8e2ac83c,Designing meaningful human oversight in AI,evidencia_central,Multissetorial,Supervisão humana e escalonamento,Técnica,1,AI and Ethics (2026) 6:286 https://doi.org/10.1007/s43681-026-01147-7,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000015__8e2ac83c.pdf,7dadee8e7df1658453758ba39bc165a0d6f8220d814d7010178668589bfdd023,validado_pelo_autor
CAND-000015__8e2ac83c,Designing meaningful human oversight in AI,evidencia_central,Multissetorial,Supervisão humana e escalonamento,Interacional,1,AI and Ethics (2026) 6:286 https://doi.org/10.1007/s43681-026-01147-7,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000015__8e2ac83c.pdf,7dadee8e7df1658453758ba39bc165a0d6f8220d814d7010178668589bfdd023,validado_pelo_autor
CAND-000015__8e2ac83c,Designing meaningful human oversight in AI,evidencia_central,Multissetorial,Supervisão humana e escalonamento,Organizacional,1,AI and Ethics (2026) 6:286 https://doi.org/10.1007/s43681-026-01147-7,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000015__8e2ac83c.pdf,7dadee8e7df1658453758ba39bc165a0d6f8220d814d7010178668589bfdd023,validado_pelo_autor
CAND-000015__8e2ac83c,Designing meaningful human oversight in AI,evidencia_central,Multissetorial,Supervisão humana e escalonamento,Regulatória,1,AI and Ethics (2026) 6:286 https://doi.org/10.1007/s43681-026-01147-7,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000015__8e2ac83c.pdf,7dadee8e7df1658453758ba39bc165a0d6f8220d814d7010178668589bfdd023,validado_pelo_autor
CAND-000016__724f80fd,A dynamic contextual responsibility framework for evaluating large language models in socio-technical contexts,evidencia_apoio,Saúde e medicina,Compliance e gestão de risco,Técnica,1,"The rapid adoption of large language models (LLMs) across sensitive domains such as healthcare, law, and education",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000016__724f80fd.pdf,e91808d8dd3f8bc3ee2784a1eff899b3a3e03ac01e972bfdf71b21adb10138b5,validado_pelo_autor
CAND-000016__724f80fd,A dynamic contextual responsibility framework for evaluating large language models in socio-technical contexts,evidencia_apoio,Saúde e medicina,Compliance e gestão de risco,Organizacional,1,"The rapid adoption of large language models (LLMs) across sensitive domains such as healthcare, law, and education",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000016__724f80fd.pdf,e91808d8dd3f8bc3ee2784a1eff899b3a3e03ac01e972bfdf71b21adb10138b5,validado_pelo_autor
CAND-000016__724f80fd,A dynamic contextual responsibility framework for evaluating large language models in socio-technical contexts,evidencia_apoio,Saúde e medicina,Compliance e gestão de risco,Regulatória,1,"The rapid adoption of large language models (LLMs) across sensitive domains such as healthcare, law, and education",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000016__724f80fd.pdf,e91808d8dd3f8bc3ee2784a1eff899b3a3e03ac01e972bfdf71b21adb10138b5,validado_pelo_autor
CAND-000016__724f80fd,A dynamic contextual responsibility framework for evaluating large language models in socio-technical contexts,evidencia_apoio,Saúde e medicina,Controles técnicos e avaliação,Técnica,1,"The rapid adoption of large language models (LLMs) across sensitive domains such as healthcare, law, and education",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000016__724f80fd.pdf,e91808d8dd3f8bc3ee2784a1eff899b3a3e03ac01e972bfdf71b21adb10138b5,validado_pelo_autor
CAND-000016__724f80fd,A dynamic contextual responsibility framework for evaluating large language models in socio-technical contexts,evidencia_apoio,Saúde e medicina,Controles técnicos e avaliação,Organizacional,1,"The rapid adoption of large language models (LLMs) across sensitive domains such as healthcare, law, and education",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000016__724f80fd.pdf,e91808d8dd3f8bc3ee2784a1eff899b3a3e03ac01e972bfdf71b21adb10138b5,validado_pelo_autor
CAND-000016__724f80fd,A dynamic contextual responsibility framework for evaluating large language models in socio-technical contexts,evidencia_apoio,Saúde e medicina,Controles técnicos e avaliação,Regulatória,1,"The rapid adoption of large language models (LLMs) across sensitive domains such as healthcare, law, and education",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000016__724f80fd.pdf,e91808d8dd3f8bc3ee2784a1eff899b3a3e03ac01e972bfdf71b21adb10138b5,validado_pelo_autor
CAND-000016__724f80fd,A dynamic contextual responsibility framework for evaluating large language models in socio-technical contexts,evidencia_apoio,Saúde e medicina,Accountability e auditoria,Técnica,1,"The rapid adoption of large language models (LLMs) across sensitive domains such as healthcare, law, and education",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000016__724f80fd.pdf,e91808d8dd3f8bc3ee2784a1eff899b3a3e03ac01e972bfdf71b21adb10138b5,validado_pelo_autor
CAND-000016__724f80fd,A dynamic contextual responsibility framework for evaluating large language models in socio-technical contexts,evidencia_apoio,Saúde e medicina,Accountability e auditoria,Organizacional,1,"The rapid adoption of large language models (LLMs) across sensitive domains such as healthcare, law, and education",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000016__724f80fd.pdf,e91808d8dd3f8bc3ee2784a1eff899b3a3e03ac01e972bfdf71b21adb10138b5,validado_pelo_autor
CAND-000016__724f80fd,A dynamic contextual responsibility framework for evaluating large language models in socio-technical contexts,evidencia_apoio,Saúde e medicina,Accountability e auditoria,Regulatória,1,"The rapid adoption of large language models (LLMs) across sensitive domains such as healthcare, law, and education",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000016__724f80fd.pdf,e91808d8dd3f8bc3ee2784a1eff899b3a3e03ac01e972bfdf71b21adb10138b5,validado_pelo_autor
CAND-000016__724f80fd,A dynamic contextual responsibility framework for evaluating large language models in socio-technical contexts,evidencia_apoio,Saúde e medicina,Governança do conhecimento,Técnica,1,"The rapid adoption of large language models (LLMs) across sensitive domains such as healthcare, law, and education",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000016__724f80fd.pdf,e91808d8dd3f8bc3ee2784a1eff899b3a3e03ac01e972bfdf71b21adb10138b5,validado_pelo_autor
CAND-000016__724f80fd,A dynamic contextual responsibility framework for evaluating large language models in socio-technical contexts,evidencia_apoio,Saúde e medicina,Governança do conhecimento,Organizacional,1,"The rapid adoption of large language models (LLMs) across sensitive domains such as healthcare, law, and education",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000016__724f80fd.pdf,e91808d8dd3f8bc3ee2784a1eff899b3a3e03ac01e972bfdf71b21adb10138b5,validado_pelo_autor
CAND-000016__724f80fd,A dynamic contextual responsibility framework for evaluating large language models in socio-technical contexts,evidencia_apoio,Saúde e medicina,Governança do conhecimento,Regulatória,1,"The rapid adoption of large language models (LLMs) across sensitive domains such as healthcare, law, and education",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000016__724f80fd.pdf,e91808d8dd3f8bc3ee2784a1eff899b3a3e03ac01e972bfdf71b21adb10138b5,validado_pelo_autor
CAND-000021__dd66cb05,"Large Language Model–Based Chatbots and Agentic AI for Mental Health Counseling: Systematic Review of Methodologies, Evaluation Frameworks, and Ethical Safeguards",evidencia_apoio,Saúde e medicina,Compliance e gestão de risco,Técnica,1,"This systematic review aimed to synthesize the methodologies, evaluation practices, and ethical or governance frameworks of LLM-based chatbots developed for MH counseling",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000021__dd66cb05.pdf,8473c1a94da210b3a5ba7e3a0197c407e6af809676975c84be8b890de06f814b,validado_pelo_autor
CAND-000021__dd66cb05,"Large Language Model–Based Chatbots and Agentic AI for Mental Health Counseling: Systematic Review of Methodologies, Evaluation Frameworks, and Ethical Safeguards",evidencia_apoio,Saúde e medicina,Compliance e gestão de risco,Organizacional,1,"This systematic review aimed to synthesize the methodologies, evaluation practices, and ethical or governance frameworks of LLM-based chatbots developed for MH counseling",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000021__dd66cb05.pdf,8473c1a94da210b3a5ba7e3a0197c407e6af809676975c84be8b890de06f814b,validado_pelo_autor
CAND-000021__dd66cb05,"Large Language Model–Based Chatbots and Agentic AI for Mental Health Counseling: Systematic Review of Methodologies, Evaluation Frameworks, and Ethical Safeguards",evidencia_apoio,Saúde e medicina,Compliance e gestão de risco,Regulatória,1,"This systematic review aimed to synthesize the methodologies, evaluation practices, and ethical or governance frameworks of LLM-based chatbots developed for MH counseling",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000021__dd66cb05.pdf,8473c1a94da210b3a5ba7e3a0197c407e6af809676975c84be8b890de06f814b,validado_pelo_autor
CAND-000021__dd66cb05,"Large Language Model–Based Chatbots and Agentic AI for Mental Health Counseling: Systematic Review of Methodologies, Evaluation Frameworks, and Ethical Safeguards",evidencia_apoio,Saúde e medicina,Compliance e gestão de risco,Evolutiva,1,"This systematic review aimed to synthesize the methodologies, evaluation practices, and ethical or governance frameworks of LLM-based chatbots developed for MH counseling",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000021__dd66cb05.pdf,8473c1a94da210b3a5ba7e3a0197c407e6af809676975c84be8b890de06f814b,validado_pelo_autor
CAND-000021__dd66cb05,"Large Language Model–Based Chatbots and Agentic AI for Mental Health Counseling: Systematic Review of Methodologies, Evaluation Frameworks, and Ethical Safeguards",evidencia_apoio,Saúde e medicina,Controles técnicos e avaliação,Técnica,1,"This systematic review aimed to synthesize the methodologies, evaluation practices, and ethical or governance frameworks of LLM-based chatbots developed for MH counseling",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000021__dd66cb05.pdf,8473c1a94da210b3a5ba7e3a0197c407e6af809676975c84be8b890de06f814b,validado_pelo_autor
CAND-000021__dd66cb05,"Large Language Model–Based Chatbots and Agentic AI for Mental Health Counseling: Systematic Review of Methodologies, Evaluation Frameworks, and Ethical Safeguards",evidencia_apoio,Saúde e medicina,Controles técnicos e avaliação,Organizacional,1,"This systematic review aimed to synthesize the methodologies, evaluation practices, and ethical or governance frameworks of LLM-based chatbots developed for MH counseling",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000021__dd66cb05.pdf,8473c1a94da210b3a5ba7e3a0197c407e6af809676975c84be8b890de06f814b,validado_pelo_autor
CAND-000021__dd66cb05,"Large Language Model–Based Chatbots and Agentic AI for Mental Health Counseling: Systematic Review of Methodologies, Evaluation Frameworks, and Ethical Safeguards",evidencia_apoio,Saúde e medicina,Controles técnicos e avaliação,Regulatória,1,"This systematic review aimed to synthesize the methodologies, evaluation practices, and ethical or governance frameworks of LLM-based chatbots developed for MH counseling",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000021__dd66cb05.pdf,8473c1a94da210b3a5ba7e3a0197c407e6af809676975c84be8b890de06f814b,validado_pelo_autor
CAND-000021__dd66cb05,"Large Language Model–Based Chatbots and Agentic AI for Mental Health Counseling: Systematic Review of Methodologies, Evaluation Frameworks, and Ethical Safeguards",evidencia_apoio,Saúde e medicina,Controles técnicos e avaliação,Evolutiva,1,"This systematic review aimed to synthesize the methodologies, evaluation practices, and ethical or governance frameworks of LLM-based chatbots developed for MH counseling",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000021__dd66cb05.pdf,8473c1a94da210b3a5ba7e3a0197c407e6af809676975c84be8b890de06f814b,validado_pelo_autor
CAND-000021__dd66cb05,"Large Language Model–Based Chatbots and Agentic AI for Mental Health Counseling: Systematic Review of Methodologies, Evaluation Frameworks, and Ethical Safeguards",evidencia_apoio,Saúde e medicina,Aprendizagem operacional e monitoramento,Técnica,1,"This systematic review aimed to synthesize the methodologies, evaluation practices, and ethical or governance frameworks of LLM-based chatbots developed for MH counseling",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000021__dd66cb05.pdf,8473c1a94da210b3a5ba7e3a0197c407e6af809676975c84be8b890de06f814b,validado_pelo_autor
CAND-000021__dd66cb05,"Large Language Model–Based Chatbots and Agentic AI for Mental Health Counseling: Systematic Review of Methodologies, Evaluation Frameworks, and Ethical Safeguards",evidencia_apoio,Saúde e medicina,Aprendizagem operacional e monitoramento,Organizacional,1,"This systematic review aimed to synthesize the methodologies, evaluation practices, and ethical or governance frameworks of LLM-based chatbots developed for MH counseling",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000021__dd66cb05.pdf,8473c1a94da210b3a5ba7e3a0197c407e6af809676975c84be8b890de06f814b,validado_pelo_autor
CAND-000021__dd66cb05,"Large Language Model–Based Chatbots and Agentic AI for Mental Health Counseling: Systematic Review of Methodologies, Evaluation Frameworks, and Ethical Safeguards",evidencia_apoio,Saúde e medicina,Aprendizagem operacional e monitoramento,Regulatória,1,"This systematic review aimed to synthesize the methodologies, evaluation practices, and ethical or governance frameworks of LLM-based chatbots developed for MH counseling",arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000021__dd66cb05.pdf,8473c1a94da210b3a5ba7e3a0197c407e6af809676975c84be8b890de06f814b,validado_pelo_autor
