fonte,familia,consulta_canonica,consulta_adaptada,posicao,faixa_posicao,titulo,autores,ano,doi,url,resumo,identificador_fonte,data_recuperacao_utc,hash_resposta_bruta,chave_deduplicacao,duplicata_nesta_execucao_de,presente_no_corpus_historico,prioridade_triagem_automatica,decisao_humana,justificativa_humana,status_validacao_humana
Crossref,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)",large language model chatbot human oversight human in the loop contestability redress appeal escalation handoff,92,76-100,LLM-TSFD: An industrial time series human-in-the-loop fault diagnosis method based on a large language model,Qi Zhang; Chao Xu; Jie Li; Yicheng Sun; Jinsong Bao; Dan Zhang,2025,10.1016/j.eswa.2024.125861,https://doi.org/10.1016/j.eswa.2024.125861,,10.1016/j.eswa.2024.125861,2026-08-22T21:15:38+00:00,8d99ae16c8d096fc3eba1426c9c27792d554481f7bbff635ae21e09234a6e1ab,doi:10.1016/j.eswa.2024.125861,,não,regular,,,pendente
Crossref,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)",large language model chatbot human oversight human in the loop contestability redress appeal escalation handoff,93,76-100,Hebbian Inertia and Massless Reasoning: Comparative Cognitive Architecture in Human and Large Language Model Systems,Emary Iacobucci; Joseph Woelfel,2026,10.21203/rs.3.rs-9193113/v1,https://doi.org/10.21203/rs.3.rs-9193113/v1," Abstract 
                 Purpose
 Human societies and artificial intelligence models learn in fundamentally different ways. Humans update beliefs through repeated exposure, a Hebbian process that creates cognitive “inertia”: once reinforced through experience, beliefs resist change. Large language models (LLMs), by contrast, do not update their parameters at inference; they pivot instantly between perspectives, unburdened by cumulative experience. Despite growing interest in comparing human and machine cognition, no prior study has placed both on a shared measurement scale that permits direct quantitative comparison. This paper reports the first such comparison, examining whether the architectural differences between human and LLM cognition produce measurably distinct signatures in belief structure and change.
Design/methodology/approach
 We employ the Galileo Method, a multidimensional scaling technique that derives spatial representations of concepts from paired-comparison judgments of dissimilarity. Unlike conventional approaches that impose Euclidean geometry on psychological data, the Galileo Method preserves measured distances in their native metric, allowing non-Euclidean structures to emerge when warranted by the data. Participants - both human respondents and three LLM systems (Claude, DeepSeek, and ChatGPT-5) - provided dissimilarity judgments for identical concept sets. These judgments were then projected into coordinate spaces, enabling comparison of distances, clustering patterns, and response to belief-challenging information across agent types.
Findings
 Human respondents display inertial pseudo-Riemannian signatures consistent with Hebbian learning: concepts reinforced through experience occupy stable positions that resist perturbation. LLMs, by contrast, exhibit what we term “massless” reasoning dynamics, repositioning concepts fluidly without the friction imposed by prior reinforcement, all arrayed in Euclidean space. These patterns held across all three LLM systems tested, suggesting they reflect architectural properties of transformer-based models rather than idiosyncrasies of particular implementations.
Research implications
 The results point toward a research program in comparative cognitive architecture. By placing human and machine cognition on shared measurement frameworks, researchers can move beyond impressionistic comparisons to systematic analysis of how different learning architectures shape the structure and malleability of belief.
Originality/value
 This study provides the first direct human–LLM comparison using a shared, geometrically unconstrained measurement scale; demonstrates that Hebbian inertia leaves detectable signatures absent in LLM cognition; and establishes a methodological template for future comparative work. ",10.21203/rs.3.rs-9193113/v1,2026-08-22T21:15:38+00:00,8d99ae16c8d096fc3eba1426c9c27792d554481f7bbff635ae21e09234a6e1ab,doi:10.21203/rs.3.rs-9193113/v1,,não,regular,,,pendente
Crossref,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)",large language model chatbot human oversight human in the loop contestability redress appeal escalation handoff,94,76-100,To know About Human Behavior using Large Language Model,,2026,10.64643/ijirtv12i10-194028-459,https://doi.org/10.64643/ijirtv12i10-194028-459,,10.64643/ijirtv12i10-194028-459,2026-08-22T21:15:38+00:00,8d99ae16c8d096fc3eba1426c9c27792d554481f7bbff635ae21e09234a6e1ab,doi:10.64643/ijirtv12i10-194028-459,,não,regular,,,pendente
Crossref,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)",large language model chatbot human oversight human in the loop contestability redress appeal escalation handoff,95,76-100,&lt;p&gt;Extreme Human Behavior and Escalation Dynamics: Toward a General Theory of Behavioral Escalation Within the Latent Dynamics Model&lt;/p&gt;,Sergio Pommier Gallo,2026,10.2139/ssrn.7130558,https://doi.org/10.2139/ssrn.7130558," This paper examines extreme human behavior through the analytical framework of the Latent Dynamics Model (LDM). Traditional criminological explanations frequently attribute extreme criminality to isolated variables such as psychopathology, antisocial personality traits, social deprivation, ideological radicalization, neurological abnormalities, or environmental influences. Although such approaches contribute valuable insights, they often fail to explain how individuals progressively evolve from relatively ordinary forms of deviant behavior toward increasingly severe manifestations of criminal conduct. This study proposes a General Theory of Behavioral Escalation derived from the Latent Dynamics Model. The theory argues that extreme criminality emerges through dynamic interactions among neurocognitive predispositions, environmental pressures, reinforcement mechanisms, adaptive learning processes, opportunity structures, and behavioral feedback systems. Through qualitative doctrinal analysis integrating criminology, forensic psychology, neurocriminology, behavioral science, and criminal law theory, the paper develops a five-stage escalation framework capable of explaining the emergence, stabilization, and amplification of harmful conduct. The findings suggest that extreme criminal behavior frequently represents the endpoint of prolonged escalation trajectories rather than the product of sudden transformation. The study concludes that the Latent Dynamics Model provides a comprehensive framework for understanding behavioral intensification, criminal persistence, and the development of extreme forms of offending within contemporary criminogenic environments. ",10.2139/ssrn.7130558,2026-08-22T21:15:38+00:00,8d99ae16c8d096fc3eba1426c9c27792d554481f7bbff635ae21e09234a6e1ab,doi:10.2139/ssrn.7130558,,não,regular,,,pendente
Crossref,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)",large language model chatbot human oversight human in the loop contestability redress appeal escalation handoff,96,76-100,Human capital and corruption: a microeconomic model of the bribes market with democratic contestability,Pedro Cosme Costa Vieira; Aurora A. C. Teixeira,2006,10.14195/2183-203x_23_4,https://doi.org/10.14195/2183-203x_23_4," To overcome market failures society creates common laws that stimulate or penalize individual actions, the enforcement of which depends on the actions of public authorities who may be susceptible to corruption. We model this behaviour for an autocracy versus a democracy, using a microeconomic framework. We assume that in an autocracy rulers have a monopoly over the bribes market, whereas in a democracy conflicting groups compete in the bribes market. The models constructed produce results that are compatible with the well-known stylized facts, namely that (1) in a democracy the level of corruption is lower than in an autocracy, although still positive, that (2) in environments where the level of human capital is higher, regimes are closer to democracies and the level of corruption is lower, and that (3) the level of corruption is higher in more regulated economies. ",10.14195/2183-203x_23_4,2026-08-22T21:15:38+00:00,8d99ae16c8d096fc3eba1426c9c27792d554481f7bbff635ae21e09234a6e1ab,doi:10.14195/2183-203x_23_4,,não,regular,,,pendente
Crossref,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)",large language model chatbot human oversight human in the loop contestability redress appeal escalation handoff,97,76-100,"A Chatbot that Learns One’s Preferences as the Next Step in Human Digital Twins: A Pilot Study Using HyperCLOVA X, a Large Language Model",Joseph Yun; Joshua Lee; Yohan Yun; Stanley Yoon; Sang-Hoon Park; Sijung Yun,2024,10.26502/fjhs.244,https://doi.org/10.26502/fjhs.244,,10.26502/fjhs.244,2026-08-22T21:15:38+00:00,8d99ae16c8d096fc3eba1426c9c27792d554481f7bbff635ae21e09234a6e1ab,doi:10.26502/fjhs.244,,não,regular,,,pendente
Crossref,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)",large language model chatbot human oversight human in the loop contestability redress appeal escalation handoff,98,76-100,Interactive LLMs with Human-in-the-Loop for Ethical Content Generation,Yazan Al Ahmed; Salsabeel Naser; Abrar Ahmed,2025,10.1109/fllm67465.2025.11390936,https://doi.org/10.1109/fllm67465.2025.11390936,,10.1109/fllm67465.2025.11390936,2026-08-22T21:15:38+00:00,8d99ae16c8d096fc3eba1426c9c27792d554481f7bbff635ae21e09234a6e1ab,doi:10.1109/fllm67465.2025.11390936,,não,regular,,,pendente
Crossref,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)",large language model chatbot human oversight human in the loop contestability redress appeal escalation handoff,99,76-100,Leveraging Large Language Models and Human-In-The-Loop for Interactive Learning Pipelines,Haoze Du; Dinesh Kannan; Bhavishya Tarun; Edward F. Gehringer,2025,10.1109/fie63693.2025.11328405,https://doi.org/10.1109/fie63693.2025.11328405,,10.1109/fie63693.2025.11328405,2026-08-22T21:15:38+00:00,8d99ae16c8d096fc3eba1426c9c27792d554481f7bbff635ae21e09234a6e1ab,doi:10.1109/fie63693.2025.11328405,,não,regular,,,pendente
Crossref,E_supervisao_e_contestabilidade,"(""large language model"" OR LLM OR chatbot) AND (""human oversight"" OR ""human-in-the-loop"" OR contestability OR redress OR appeal OR escalation OR handoff)",large language model chatbot human oversight human in the loop contestability redress appeal escalation handoff,100,76-100,Post-Deployment Regulatory Oversight for General-Purpose Large Language Models,Carson Ezell; Abraham Loeb,2023,10.2139/ssrn.4658623,https://doi.org/10.2139/ssrn.4658623," The development and deployment of increasingly capable, general-purpose large language models (LLMs) has led to a wide array of risks and harms from automation that are correlated across sectors and use cases. Effective regulation and oversight of general-purpose AI (GPAI) requires the ability to monitor, investigate, and respond to risks and harms that appear across use cases, as well as hold upstream developers accountable for downstream harms that result from their decisions and practices. We argue that existing processes for sector-specific AI oversight in the U.S. should be complemented by post-deployment oversight to address risks and harms specifically from GPAI usage. We examine oversight processes implemented by other federal agencies as precedents for the GPAI oversight activities that a regulatory agency can conduct. The post-deployment oversight function of a regulatory agency can complement other GPAI-related regulatory functions that federal regulatory agencies may perform which are discussed elsewhere in the literature, including pre-deployment licensing or model evaluations for LLMs. ",10.2139/ssrn.4658623,2026-08-22T21:15:38+00:00,8d99ae16c8d096fc3eba1426c9c27792d554481f7bbff635ae21e09234a6e1ab,doi:10.2139/ssrn.4658623,,não,alta,,,pendente
Europe PMC,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)","((""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",1,1-25,"Governing Generative AI for Healthy Ageing: A Normative Conceptual Framework for Societal Alignment, Epistemic Authority, and Value Convergence in Geriatric Care","Alves Ferreira J, Tukaiev S, Giannouli V.",2026,,https://europepmc.org/article/PMC/PMC13299464,,PMC13299464,2026-08-22T21:17:15+00:00,cd485f36301fe5e7720f62437ddb94861173971ebb8f4c6603c78528c294c5c7,title:governing generative ai for healthy ageing a normative conceptual framework for societal alignment epistemic authority and value convergence in geriatric care,,não,alta,,,pendente
Europe PMC,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)","((""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",2,1-25,Large language models for post-discharge follow-up in erectile dysfunction care: a narrative review.,"Zhang Y, Lv B, Xu R, Shi C.",2026,10.21037/tau-2026-1-0097,https://europepmc.org/article/MED/42293851,"<h4>Background and objective</h4>Erectile dysfunction (ED) is common and closely linked to cardiometabolic disease, psychological distress, and relationship problems. Although effective treatments are available, outcomes depend on sustained post-discharge follow-up to assess response, adherence, adverse effects, and psychosocial needs. In practice, ED follow-up is often hindered by stigma, embarrassment, limited access, and fragmented communication. This narrative review examines the potential role, risks, and implementation requirements of large language model (LLM)-assisted follow-up in ED care.<h4>Methods</h4>We conducted a targeted literature search in PubMed and Embase up to 15 January 2026, supplemented by Google Scholar for citation tracking. We selected clinically relevant evidence and conceptual work on ED follow-up, conversational artificial intelligence (AI), and safety governance, and synthesized findings thematically.<h4>Key content and findings</h4>Among 280 included sources, only 10 were ED-specific, while 270 provided transferable evidence from chronic disease, oncology, and mental health follow-up settings. LLMs may reduce communication barriers, enable low-threshold symptom check-ins, reinforce discharge education, and collect patient-reported outcomes more frequently than traditional follow-up. Potential clinical value is greatest for structured, low-risk tasks such as education reinforcement, adherence support, and routine symptom monitoring. However, ED follow-up includes medication safety, nuanced counseling, mental health and relationship contexts, and sensitive data governance. Key risks include inaccurate or unsafe recommendations, privacy breaches, inappropriate handling of mental health red flags, and unclear accountability. A risk-stratified, human-in-the-loop implementation model can balance feasibility and safety by reserving autonomous LLM interactions for low-risk content while triggering clinician review and escalation for predefined high-risk scenarios.<h4>Conclusions</h4>LLM-assisted follow-up could become a useful adjunct in ED care if implemented with clear boundaries, auditability, privacy protection, and robust human oversight. A nurse-supervised, trigger-based governance model, which aligns with current follow-up workflows, may enhance continuity and responsiveness without compromising clinical accountability. Prospective evaluations should prioritize patient acceptability, safety outcomes, workload impact, and implementation feasibility.",42293851,2026-08-22T21:17:15+00:00,cd485f36301fe5e7720f62437ddb94861173971ebb8f4c6603c78528c294c5c7,doi:10.21037/tau-2026-1-0097,,não,alta,,,pendente
Europe PMC,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)","((""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",3,1-25,A pragmatic risk-stratified framework for using large language models in intensive care medicine: A narrative review.,"Devanand NA, Verghese S, Bacchi S, Bain C, Subramaniam A, Sundararajan K.",2026,10.1016/j.ccrj.2026.100194,https://europepmc.org/article/MED/42388443,"<h4>Objective</h4>To provide Australian intensive care clinicians with a pragmatic framework for the safe integration of large language models (LLMs) into intensive care unit (ICU) practise, addressing the current lack of Australian-specific guidance and limited local evidence.<h4>Design</h4>Narrative review.<h4>Data sources</h4>Peer-reviewed publications, preprints, and policy documents relating to LLM use in health care, with a focus on critical care applications and governance.<h4>Review methods</h4>Evidence and expert commentary were synthesised to develop a clinician-led, risk-stratified framework for ICU implementation, with emphasis on safety, oversight, and applicability within Australian health systems. Clinical use cases, risks, governance considerations, and practical safeguards for day-to-day ICU practise were identified.<h4>Results</h4>LLMs have potential utility in data-dense ICU environments, including summarising complex clinical information, supporting documentation, assisting clinical reasoning, and facilitating research tasks. However, evidence for LLM performance in ICU contexts remains limited, particularly in Australia. Key risks include inaccurate or fabricated outputs (""<i>hallucinations</i>""), bias, lack of situational awareness, privacy concerns, and over-reliance in high-stakes decision-making. We propose a risk-stratified framework that categorises LLM applications by clinical risk and reversibility, and aligns each category with proportional oversight, verification processes, and governance safeguards, emphasising clinician-in-the-loop decision-making.<h4>Conclusions</h4>LLMs may serve as adjunctive cognitive tools in Australian ICUs when used in clearly defined, low-to intermediate-risk contexts under clinician oversight. Safe integration requires robust governance frameworks emphasising transparency, data protection, and proportionate clinician decision-making. Further Australian-based evaluation is needed before high-risk clinical applications can be considered for routine practise.",42388443,2026-08-22T21:17:15+00:00,cd485f36301fe5e7720f62437ddb94861173971ebb8f4c6603c78528c294c5c7,doi:10.1016/j.ccrj.2026.100194,,não,alta,,,pendente
Europe PMC,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)","((""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",4,1-25,"Governing Generative AI in Healthcare: A Normative Conceptual Framework for Epistemic Authority, Trust, and the Architecture of Responsibility.","Akgün FE, Akgün M.",2026,10.3390/healthcare14081098,https://europepmc.org/article/MED/42072996,"<h4>Background/objectives</h4>Large language models (LLMs) such as ChatGPT are rapidly being integrated into healthcare for tasks ranging from clinical documentation to diagnostic support. Current ethical discussions focus predominantly on bias, privacy, and accuracy, leaving three critical governance questions unresolved: What kind of knowledge does an LLM output represent in clinical reasoning? When is a clinician's or patient's trust in that output justified? Who bears responsibility when an AI-informed decision leads to patient harm? This study proposes the Epistemic Authority-Trust-Responsibility (ETR) Architecture, a normative conceptual framework that addresses these three questions as an integrated governance challenge.<h4>Methods</h4>The framework was developed through normative conceptual analysis-a method that constructs governance proposals by synthesising philosophical principles, ethical theories, and empirical evidence. The literature was identified through structured searches of PubMed, PhilPapers, and EUR-Lex (January 2020-March 2026), drawing on the philosophy of medical knowledge, the ethics of trust and testimony, and the moral philosophy of responsibility.<h4>Results</h4>The ETR Architecture produces four outputs: (i) a four-tier classification system that distinguishes LLM outputs-from administrative drafts to clinical evidence claims-and matches each tier to appropriate verification requirements; (ii) the concept of the 'epistemic placebo', formally defined as a governance measure that creates a documented appearance of compliance while lacking at least one operative element of genuine oversight; (iii) a model specifying four conditions under which trust in healthcare AI is justified; (iv) four testable hypotheses with associated research designs connecting governance design to trust calibration and patient safety.<h4>Conclusions</h4>The 2025-2027 regulatory transition period offers a critical window for shaping how healthcare institutions govern AI. We argue that deploying LLMs without explicitly classifying their outputs and building appropriate oversight risks allows governance norms to be set by technology vendors rather than by evidence-informed, patient-centred policy.",42072996,2026-08-22T21:17:15+00:00,cd485f36301fe5e7720f62437ddb94861173971ebb8f4c6603c78528c294c5c7,doi:10.3390/healthcare14081098,,sim,alta,,,não_aplicável
Europe PMC,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)","((""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",5,1-25,Ethical Considerations in Personal Health Large Language Models.,"Liu J, Liu S.",2026,10.2196/92240,https://europepmc.org/article/MED/42308509,"Personal health large language models (PH-LLMs) have rapidly evolved from research prototypes into consumer-facing, data-linked systems that support symptom triage, medication questions, mental health check-ins, and longitudinal self-management. Their direct-to-consumer use without clinical oversight creates a distinct ethical risk profile that general artificial intelligence governance frameworks do not fully address. This viewpoint focuses on text-based, platform-mediated PH-LLMs and synthesizes PH-LLM-specific challenges across 6 domains: privacy, accuracy, equity, transparency, human-artificial intelligence interaction, and regulatory governance. These risks may be amplified by health literacy gaps, longitudinal data aggregation, persuasive conversational design, and fragmented oversight across the consumer-clinical boundary. Grounded in the 4 principles of biomedical ethics, we propose a governance framework that operationalizes beneficence, nonmaleficence, autonomy, and justice through design and deployment controls, including health literacy-aligned communication, crisis and pharmacological safeguards, hallucination mitigation, role disclosure, granular consent, fairness auditing, and accessible design. We further outline implementation mechanisms, including risk-tiered certification, tiered accountability, and postdeployment oversight through adverse-event reporting, transparency reporting, and independent safety evaluation. This framework is intended as an evidence-informed but partly anticipatory approach to governing PH-LLMs in personal health management.",42308509,2026-08-22T21:17:15+00:00,cd485f36301fe5e7720f62437ddb94861173971ebb8f4c6603c78528c294c5c7,doi:10.2196/92240,,sim,alta,,,não_aplicável
Europe PMC,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)","((""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",6,1-25,"Artificial Intelligence and Machine Learning in Hospital Quality Management, Patient Safety, and Accreditation Readiness: A Systematic Review and Narrative Synthesis.","Marathe N, Ranjan M, Singh MP, Trigunait P, Prakash A, Kaushal N, Pawar A, Kshatriya GS, Dubey R.",2026,10.7759/cureus.109393,https://europepmc.org/article/MED/42333365,"As healthcare systems become increasingly data-driven, artificial intelligence (AI) and machine learning (ML) are being explored as tools to support quality management, patient safety, and accreditation. This systematic review synthesizes the available evidence across these domains through a structured literature search of major biomedical databases, encompassing studies published over the past decade and narratively synthesized to capture implementation context alongside technical performance. Three electronic databases were searched, and 23 studies were included. The available empirical evidence suggests that these technologies are most useful for repetitive, operationally well-defined, and digitally captured tasks, while local validation, acceptance testing, and continuous monitoring consistently emerge as prerequisites for safe institutional deployment. Governance capacity and organizational readiness are identified as equally determinative of outcomes as algorithmic performance itself. Collectively, the evidence supports positioning AI and ML as augmentative instruments within human-led quality governance structures, rather than as autonomous operational systems. Evidence was heterogeneous, with most empirical studies being single-center, retrospective, or implementation-focused. The risk-of-bias assessment indicated limited high-quality comparative evidence, limiting the strength of the pooled conclusions.",42333365,2026-08-22T21:17:15+00:00,cd485f36301fe5e7720f62437ddb94861173971ebb8f4c6603c78528c294c5c7,doi:10.7759/cureus.109393,,não,regular,,,pendente
Europe PMC,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)","((""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",7,1-25,"Generative AI in Medicine and Healthcare: A Comprehensive Review of Foundational Technologies, Clinical Applications, and Future Perspectives.","Nakamura T, Uchida W, Yamamoto A, Aoki S.",2026,10.14789/ejmj.jmj25-0036-r,https://europepmc.org/article/MED/42211163,"Generative Artificial Intelligence (AI) is poised to induce a paradigm shift in medicine and healthcare. This review provides a comprehensive overview of its foundational technologies, clinical applications, and pathways to practical integration. We first explain the principles of three core technologies: Transformers, exemplified by Large Language Models (LLMs); Diffusion Models for high-fidelity data generation; and Neural Radiance Fields (NeRF) and 3D Gaussian Splatting (3DGS) for 3D scene synthesis. We then systematically review their applications across diverse domains: automating clinical documentation, accelerating drug discovery, enhancing medical imaging diagnostics, and innovating surgical simulation. To bridge the gap to real-world implementation, we address critical system-level challenges, discussing practical solutions such as Retrieval-Augmented Generation (RAG) to mitigate hallucinations, on-premises LLMs to ensure data security, and no-code platforms to empower clinician-led development. Finally, we examine critical ethical, legal, and social issues-including data bias, interpretability, and accountability-emphasizing the need for a robust governance framework. This review underscores that generative AI is evolving beyond a mere efficiency tool into a powerful partner capable of augmenting the expertise of healthcare professionals and fundamentally shaping the future of medicine.",42211163,2026-08-22T21:17:15+00:00,cd485f36301fe5e7720f62437ddb94861173971ebb8f4c6603c78528c294c5c7,doi:10.14789/ejmj.jmj25-0036-r,,sim,alta,,,não_aplicável
Europe PMC,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)","((""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",8,1-25,Large Language Models in Clinical Trial Recruitment: Sociotechnical and Economic Framework Development Study.,Qian Q.,2026,10.2196/95899,https://europepmc.org/article/MED/42160468,"<h4>Background</h4>Large language models (LLMs) have shown substantial promise in patient-trial matching, but most published studies still evaluate the performance under controlled technical conditions rather than within real recruitment workflows. Less is known about how LLM-enabled clinical artificial intelligence (AI) systems should be embedded into organizational settings where privacy constraints, human oversight, patient-facing concerns, and governance costs shape deployment outcomes.<h4>Objective</h4>This study develops a theory-grounded conceptual framework for analyzing how LLM-enabled clinical AI can be integrated into clinical trial recruitment workflows and how such integration affects operational, governance, and economic outcomes.<h4>Methods</h4>Using structured conceptual analysis and targeted evidence synthesis, the study draws on recent literature on LLM-based patient matching, human-AI collaboration in clinical settings, and clinical AI governance. Sociotechnical systems theory and transaction cost economics are integrated to build the LLM-Embedded Clinical Recruitment Architecture (LECRA) and to derive 6 testable propositions.<h4>Results</h4>LECRA conceptualizes recruitment as a closed-loop sociotechnical and economic system, spanning data complexity, model configuration and processing, human-AI collaboration, and economic and governance consequences. The revised framework identifies privacy constraints, hallucination risk, bias, patient trust, oversight intensity, and regulatory validation costs as key moderators of performance. It also reframes recruitment performance as a multidimensional construct and outlines an empirical roadmap for future testing.<h4>Conclusions</h4>LECRA offers a more deployment-sensitive account of when LLM-enabled recruitment is likely to create value and when the benefits may be offset by coordination, compliance, or trust-related frictions. This framework is intended to support future empirical studies and more realistic implementation decisions rather than to claim validated superiority of LLM-assisted recruitment.",42160468,2026-08-22T21:17:15+00:00,cd485f36301fe5e7720f62437ddb94861173971ebb8f4c6603c78528c294c5c7,doi:10.2196/95899,,não,alta,,,pendente
Europe PMC,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)","((""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",9,1-25,Responsible use of large language models in gastroenterology and hepatology.,Khanna S.,2026,10.1177/17562848261441693,https://europepmc.org/article/MED/42080195,"Large language models (LLMs) and related generative artificial intelligence (AI) systems are rapidly entering clinical workflows, including in gastroenterology and hepatology, where text-heavy documentation, guideline-driven care, and high-volume patient messaging create a strong demand for decision support and automation. Deployment raises distinctive risks: hallucinations and unsafe recommendations, automation bias, privacy and confidentiality threats, inequitable care, intellectual property and licensing uncertainty, and unclear allocation of responsibility across clinicians, institutions, and vendors. Regulators are increasingly emphasizing a lifecycle approach to trustworthy AI, including validation, risk management, human oversight, cybersecurity, monitoring, and transparency. Frameworks for healthcare protection regulate how health information may be shared with external model providers and how outputs should be logged, audited, and retained. This review synthesizes practical guidance for responsible LLM use, organized around (1) tiered use cases and risk stratification; (2) ethical principles (beneficence, non-maleficence, autonomy, justice, and accountability); (3) core legal and regulatory considerations; and (4) operational governance, evaluation, and monitoring strategies. Actionable checklists to support institutional adoption, use, and transparency are provided. Responsible use requires aligning LLM capabilities with risk, preventing inappropriate data sharing, validating performance in representative populations, ensuring human oversight and clear accountability, mitigating harm, and maintaining an evidence-based, continuously monitored deployment lifecycle.",42080195,2026-08-22T21:17:15+00:00,cd485f36301fe5e7720f62437ddb94861173971ebb8f4c6603c78528c294c5c7,doi:10.1177/17562848261441693,,não,alta,,,pendente
Europe PMC,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)","((""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)) AND FIRST_PDATE:[1900-01-01 TO 2026-07-31]",10,1-25,Mapping the use of large language models in hiring decisions: a scoping review.,"Tripathi A, Tripathi A, Darena F, Mishra PK.",2026,10.3389/frai.2026.1798519,https://europepmc.org/article/MED/41908138,"Large language models (LLMs) are increasingly being explored and deployed across recruitment and selection processes, reshaping how hiring decisions are supported, communicated, and justified. Unlike earlier algorithmic hiring tools, LLMs operate through language-mediated interaction, influencing interpretive and evaluative layers of decision-making. This scoping review maps the academic literature on LLMs in hiring to examine (i) where and how these systems are applied across the hiring pipeline, (ii) what forms of evidence and outcomes are assessed, (iii) which risks and mitigation strategies are documented, and (iv) how disciplinary structures shape research focus. Following PRISMA-ScR guidelines, we synthesize research published between 2018 and 2026 across multiple disciplines using a transparent, lexicon-based coding approach. The results reveal a rapidly expanding but uneven literature, characterized by concentration in early hiring stages, selective outcome measurement favoring efficiency and performance, high awareness of ethical risks with limited empirical validation of controls, and structurally constrained interdisciplinarity. The review highlights key gaps and provides a foundation for future interdisciplinary and field-based research on responsible LLM use in hiring.",41908138,2026-08-22T21:17:15+00:00,cd485f36301fe5e7720f62437ddb94861173971ebb8f4c6603c78528c294c5c7,doi:10.3389/frai.2026.1798519,,sim,alta,,,não_aplicável
